"","win60s","RunName","drowsy","snTime_0","snTime_1","snTime_2","snTime_3","snTime_4","snTime_5","snTime_6","snTime_7","snTime_8","snTime_9","snTime_10","snTime_11","snTime_12","snTime_13","snTime_14","snTime_15","snTime_16","snTime_17","snTime_18","snTime_19","snTime_20","snTime_21","snTime_22","snTime_23","snTime_24","snTime_25","snTime_26","snTime_27","snTime_28","snTime_29","snTime_30","snTime_31","snTime_32","snTime_33","snTime_34","snTime_35","snTime_36","snTime_37","snTime_38","snTime_39","snTime_40","snTime_41","snTime_42","snTime_43","snTime_44","snTime_45","snTime_46","snTime_47","snTime_48","snTime_49","snTime_50","snTime_51","snTime_52","snTime_53","snTime_54","snTime_55","snTime_56","snTime_57","snTime_58","snTime_59","snTime_60","anTime_0","anTime_1","anTime_2","anTime_3","anTime_4","anTime_5","anTime_6","anTime_7","anTime_8","anTime_9","anTime_10","anTime_11","anTime_12","anTime_13","anTime_14","anTime_15","anTime_16","anTime_17","anTime_18","anTime_19","anTime_20","anTime_21","anTime_22","anTime_23","anTime_24","anTime_25","anTime_26","anTime_27","anTime_28","anTime_29","anTime_30","anTime_31","anTime_32","anTime_33","anTime_34","anTime_35","anTime_36","anTime_37","anTime_38","anTime_39","anTime_40","anTime_41","anTime_42","anTime_43","anTime_44","anTime_45","anTime_46","anTime_47","anTime_48","anTime_49","anTime_50","anTime_51","anTime_52","anTime_53","anTime_54","anTime_55","anTime_56","anTime_57","anTime_58","anTime_59","anTime_60","bnTime_0","bnTime_1","bnTime_2","bnTime_3","bnTime_4","bnTime_5","bnTime_6","bnTime_7","bnTime_8","bnTime_9","bnTime_10","bnTime_11","bnTime_12","bnTime_13","bnTime_14","bnTime_15","bnTime_16","bnTime_17","bnTime_18","bnTime_19","bnTime_20","bnTime_21","bnTime_22","bnTime_23","bnTime_24","bnTime_25","bnTime_26","bnTime_27","bnTime_28","bnTime_29","bnTime_30","bnTime_31","bnTime_32","bnTime_33","bnTime_34","bnTime_35","bnTime_36","bnTime_37","bnTime_38","bnTime_39","bnTime_40","bnTime_41","bnTime_42","bnTime_43","bnTime_44","bnTime_45","bnTime_46","bnTime_47","bnTime_48","bnTime_49","bnTime_50","bnTime_51","bnTime_52","bnTime_53","bnTime_54","bnTime_55","bnTime_56","bnTime_57","bnTime_58","bnTime_59","bnTime_60"
"308",30,"A_M1013YF01_2S2RNA",FALSE,0.17578,0,0,-1.91155,-1.1865,-0.43945,-0.48339,0.043945,0.17578,0.17578,0.17578,0.13183,-0.57133,-1.55995,-2.4608,-1.1426,-0.8789,-0.8789,-0.57128,-0.26367,-1.3623,-1.4062,-1.3623,-1.5381,-0.351645,-0.65917,-0.65917,-0.70312,-1.8457,-1.82385,-1.1647,-0.52747,-0.21972,-1.1426,-1.1865,-1.56005,-0.681145,-0.19775,-0.92284,0.30757,-0.15372,-0.35156,0.30761,0.26367,-0.17565,-0.57128,-0.21972,0.70325,-0.26367,-0.285685,-0.70312,-0.70312,0.30761,0.30761,0.30761,-1.0546,-1.0986,-0.043945,-0.043945,-0.043945,-0.08789,0.189165,0.1909,0.204935,0.238815,0.239335,0.239315,0.239065,0.239225,0.23915,0.23926,0.23921,0.23925,0.23927,0.23919,0.2393,0.23918,0.23927,0.23921,0.23921,0.23917,0.23916,0.239225,0.239245,0.239225,0.2392,0.239275,0.239185,0.23915,0.23921,0.23922,0.23922,0.23921,0.239225,0.239305,0.154765,0.15896,0.16624,0.17132,0.17273,0.17294,0.17299,0.187405,0.207035,0.207845,0.2078,0.20822,0.21468,0.21453,0.21454,0.214545,0.21466,0.21537,0.216065,0.21629,0.21633,0.21636,0.2172,0.217975,0.218025,0.218835,0.218485,-0.0919965,-0.10147,-0.096706,-0.0920335,-0.10158,-0.10155,-0.10139,-0.101465,-0.101465,-0.105875,-0.101505,-0.101485,-0.110765,-0.101385,-0.101485,-0.106195,-0.106195,-0.110955,-0.110575,-0.10616,-0.101455,-0.10142,-0.10148,-0.101535,-0.10148,-0.10159,-0.10147,-0.101415,-0.10147,-0.10137,-0.101515,-0.10143,-0.0921915,-0.10147,-0.0824405,-0.08251,-0.091807,-0.092048,-0.082556,-0.082663,-0.08257,-0.0919365,-0.0967905,-0.0919595,-0.082593,-0.0826025,-0.09202,-0.101455,-0.092048,-0.101165,-0.101425,-0.092057,-0.10147,-0.10143,-0.0920065,-0.101385,-0.0967145,-0.092034,-0.10136,-0.10131,-0.0872695
"309",31,"A_M1013YF01_2S2RNA",FALSE,-0.08789,-0.08789,-1.3183,-3.8232,-2.98835,-0.901,-1.9116,-1.4941,-1.4062,-2.3291,-1.42835,-1.1865,-2.1094,-2.1972,-1.86765,-1.25245,-1.8237,-0.83495,-0.70312,-1.6479,-3.40575,-1.40635,-1.7577,-2.59275,-0.98869,-2.0215,-1.6699,-1.6699,-1.49425,-0.61523,-1.4502,-0.92284,-1.20855,-1.626,-1.5381,-1.5381,-1.4941,-1.38425,-1.0547,-1.0107,-1.0547,-1.8457,-1.8457,-1.4502,-1.4502,-1.4062,-1.3623,-0.83495,-0.92284,-1.626,-1.4062,-1.1426,-1.29635,-1.2744,-0.35156,-0.0218439575,-1.0107,-1.73585,-0.79101,-0.79101,-0.79101,0.220605,0.227775,0.22959,0.23062,0.247135,0.251865,0.25194,0.25196,0.252005,0.251965,0.25203,0.25193,0.251955,0.25201,0.25204,0.251955,0.251865,0.252,0.25187,0.25207,0.251975,0.251945,0.249925,0.202835,0.206065,0.20686,0.20696,0.20695,0.2183,0.21971,0.19286,0.19251,0.192435,0.199355,0.20429,0.206855,0.206955,0.206955,0.206905,0.206835,0.207765,0.20802,0.209495,0.210885,0.211155,0.212035,0.212025,0.21204,0.21201,0.21196,0.212035,0.21197,0.211965,0.212,0.21199,0.21202,0.212035,0.21206,0.212005,0.21201,0.212385,-0.10144,-0.10129,-0.091964,-0.0918855,-0.0920015,-0.101465,-0.10151,-0.10142,-0.10147,-0.10147,-0.10137,-0.10132,-0.10147,-0.092025,-0.10142,-0.10147,-0.10147,-0.10173,-0.1015,-0.101405,-0.101455,-0.101435,-0.10144,-0.10147,-0.0920015,-0.101395,-0.0920155,-0.082612,-0.087274,-0.091923,-0.087214,-0.082482,-0.08251,-0.0823935,-0.082607,-0.0825325,-0.0827415,-0.082487,-0.082487,-0.0826535,-0.0825375,-0.0824775,-0.0824725,-0.082533,-0.082431,-0.0824725,-0.082389,-0.0828575,-0.0825885,-0.091904,-0.0823385,-0.0871675,-0.0824915,-0.082487,-0.082505,-0.0825745,-0.077792,-0.0821205,-0.082482,-0.0824915,-0.0825145
"310",32,"A_M1013YF01_2S2RNA",FALSE,-0.4396,-0.13183,-1.1865,-0.65917,-0.65917,-0.65917,-0.70312,-0.65917,-1.3403,-0.28573,-0.61523,-1.4941,-0.593255,-1.5381,-1.3403,-0.70312,0.26367,0.26367,-1.0547,-1.0547,-0.30761,0.153805,-0.26367,-0.57128,-0.52734,-0.52734,-0.241825,-0.043945,-0.13183,-1.4283,-0.92284,-0.17578,-0.26367,0.15385,0.26367,-0.74706,-0.26367,-0.26367,-0.35156,0.46142,-0.13183,-0.61523,-0.61523,-0.72509,-1.626,-0.791095,-0.48339,-0.48339,-0.48339,-0.48339,-0.48339,-1.0547,-0.96679,-0.57128,-1.3183,-0.857035,-0.0438805,-0.61523,-0.61523,-0.63718,-1.0107,0.21212,0.21274,0.21527,0.2248,0.22475,0.2248,0.22483,0.224715,0.224865,0.225535,0.15549,0.15598,0.16727,0.173855,0.15749,0.157545,0.1554,0.142655,0.17937,0.180195,0.16377,0.16505,0.17623,0.17638,0.17622,0.176775,0.179895,0.180595,0.215035,0.22994,0.24094,0.24099,0.24089,0.240995,0.240925,0.240975,0.24093,0.24094,0.240745,0.19842,0.199385,0.20952,0.20953,0.20945,0.209445,0.20937,0.20952,0.20946,0.20956,0.209455,0.20993,0.207045,0.19272,0.194035,0.19846,0.202125,0.204625,0.20771,0.208605,0.20865,0.20956,-0.082496,-0.091895,-0.0824405,-0.082616,-0.0918765,-0.0825425,-0.082551,-0.0825055,-0.0825935,-0.0919645,-0.0731525,-0.072995,-0.072995,-0.0823985,-0.0635635,-0.0635635,-0.072939,-0.0682765,-0.06849,-0.063503,-0.054011,-0.063503,-0.072995,-0.0635725,-0.072972,-0.072995,-0.068263,-0.072995,-0.0824405,-0.0824495,-0.087302,-0.082487,-0.082579,-0.0919135,-0.091941,-0.087223,-0.0920105,-0.09189,-0.091881,-0.077727,-0.0825325,-0.082746,-0.072981,-0.0729995,-0.0824075,-0.077787,-0.082431,-0.0824125,-0.0824545,-0.073023,-0.073046,-0.077741,-0.06367,-0.082436,-0.073143,-0.073111,-0.0729715,-0.082459,-0.072995,-0.073111,-0.0777965
"311",33,"A_M1013YF01_2S2RNA",FALSE,-1.0547,-1.0986,-1.0107,0.52734,-1.2305,-1.1865,0.17578,-0.0658315,-0.43945,-1.8457,-1.1865,-0.48339,-0.48339,-0.52734,-1.25245,-1.4502,-0.83495,-0.83495,-0.83495,-0.83495,-0.83495,-0.79101,-0.6811,-0.61523,-0.79101,-0.769035,-1.2744,-0.15389,-0.417475,-1.0986,-1.0986,0.043945,-0.83495,-0.131725,-1.0986,-1.0986,-1.0107,-0.21968,-0.52734,0.17578,-0.61523,-0.57128,-1.0547,-1.0547,-0.48339,-0.3955,-0.35156,0.43945,-0.65917,-0.57128,-0.70312,-0.74706,-1.3183,-0.3955,-0.3955,-0.3955,-0.3955,-0.70312,-0.13168,-0.08789,-0.13183,0.209545,0.209545,0.20942,0.209535,0.2095,0.21031,0.210445,0.21203,0.214235,0.215205,0.2154,0.215485,0.21545,0.21545,0.21543,0.215375,0.215395,0.21546,0.215345,0.215495,0.21538,0.215345,0.215405,0.2154,0.215375,0.215465,0.215635,0.21636,0.216475,0.21777,0.217995,0.21797,0.218755,0.218875,0.218835,0.218815,0.21961,0.2197,0.21963,0.219675,0.219735,0.21968,0.21976,0.22059,0.22056,0.22054,0.193285,0.172745,0.19313,0.193275,0.193315,0.19088,0.190775,0.19047,0.1822,0.185505,0.191575,0.193355,0.19516,0.19589,0.195895,-0.0729995,-0.072995,-0.073027,-0.082459,-0.0730225,-0.0731615,-0.0823475,-0.082473,-0.0732035,-0.082301,-0.08238,-0.0823475,-0.0825005,-0.0729995,-0.082417,-0.073041,-0.0776385,-0.082445,-0.0730785,-0.0730365,-0.0774675,-0.072995,-0.0777175,-0.0729395,-0.077713,-0.082408,-0.0729995,-0.082301,-0.073046,-0.082487,-0.082343,-0.082371,-0.0824495,-0.073023,-0.072981,-0.077481,-0.072995,-0.0824215,-0.073018,-0.082459,-0.073143,-0.082385,-0.082473,-0.073106,-0.0824355,-0.072967,-0.073463,-0.07287,-0.072995,-0.063614,-0.0635125,-0.063457,-0.0634565,-0.063582,-0.063452,-0.063447,-0.063554,-0.068356,-0.072907,-0.063517,-0.0730275
"312",34,"A_M1013YF01_2S2RNA",FALSE,-0.241695,-1.20865,-0.92284,-0.8789,-0.30761,-0.43945,-0.329585,0,-0.65917,0.17591,-1.1426,-0.26367,-0.26367,-0.52734,0.08789,0,-1.3623,-0.96685,-0.52734,-0.48339,0.61525,-0.35156,-0.54925,-1.3183,-1.3183,-0.61523,0.54931,-0.3955,-1.0107,-1.0547,-1.0107,-0.3955,-0.43945,-0.35156,-0.0878055,-0.65917,-0.57128,-0.57128,-0.79101,-1.7578,-1.2525,-0.41756,0.021929375,0.725135,-0.48331,-0.83495,-0.83495,-1.8457,-2.1094,-0.83495,-0.79101,-1.1865,-1.2305,-2.0654,-1.93375,-1.1865,-0.395505,-0.52734,-0.21983,-0.74706,-1.42825,0.19603,0.210425,0.211275,0.21112,0.211215,0.211195,0.21116,0.211185,0.21111,0.21115,0.2112,0.211215,0.21108,0.211165,0.21109,0.210995,0.193335,0.193195,0.193305,0.193255,0.19344,0.200555,0.20095,0.20094,0.200965,0.200955,0.20106,0.20094,0.2011,0.23938,0.20916,0.200915,0.200885,0.20132,0.20295,0.20618,0.207015,0.207795,0.207775,0.20784,0.20777,0.2087,0.208655,0.20953,0.209525,0.20946,0.209425,0.20947,0.209675,0.20944,0.20964,0.209075,0.2079,0.207645,0.207765,0.207865,0.207795,0.207735,0.20769,0.207765,0.20773,-0.072893,-0.06354,-0.063503,-0.072995,-0.0729625,-0.073018,-0.073088,-0.073074,-0.0683325,-0.0730415,-0.0638505,-0.063614,-0.073004,-0.0729855,-0.0729995,-0.072995,-0.0635355,-0.0635775,-0.072995,-0.0729575,-0.0729765,-0.0635125,-0.0636235,-0.0587665,-0.068249,-0.0683185,-0.072902,-0.0729855,-0.072921,-0.0824545,-0.073009,-0.063503,-0.0729535,-0.063554,-0.0729395,-0.072967,-0.0729905,-0.0635635,-0.0729345,-0.063554,-0.063503,-0.0730415,-0.073004,-0.082459,-0.072958,-0.072967,-0.0729025,-0.063614,-0.0729115,-0.063614,-0.0729995,-0.072995,-0.073018,-0.063582,-0.0729625,-0.0730365,-0.0731015,-0.072995,-0.082371,-0.0729855,-0.077741
"313",35,"A_M1013YF01_2S2RNA",FALSE,-1.626,-1.8457,-1.626,-1.626,-1.582,-1.0547,-1.0547,-1.1865,-1.0107,-1.0107,-1.5381,-0.83495,-0.83495,-0.83495,-0.74706,-0.30761,0.241395,0.79101,-0.21972,-0.96679,-0.96679,-0.92284,-0.96679,0.13183,-0.24157,-0.48339,-0.3955,-0.3955,-0.21972,-0.70312,-0.70312,-0.395505,-0.65917,-0.65917,-0.65917,-0.54931,-0.043945,-1.0547,-1.0547,-0.96679,-1.2305,-1.7139,-1.7139,-1.0107,-0.57128,-0.70312,-1.23035,-1.1865,-1.0986,-0.43945,-0.57128,-0.79101,-0.988445,-1.6699,-1.582,-1.34045,-0.52734,-0.65917,-0.65917,-0.70312,-0.96679,0.20785,0.207645,0.207845,0.20773,0.20774,0.20777,0.207665,0.20768,0.20774,0.207845,0.20771,0.207765,0.20778,0.207755,0.207755,0.20776,0.207705,0.20774,0.207795,0.2078,0.20769,0.207695,0.207705,0.20774,0.20772,0.207805,0.207795,0.20774,0.20776,0.20773,0.207695,0.207825,0.20765,0.20766,0.20776,0.207775,0.207735,0.20778,0.207825,0.20775,0.207805,0.207705,0.20787,0.207785,0.207855,0.20772,0.20768,0.207715,0.20783,0.20771,0.207755,0.20775,0.20776,0.20784,0.20781,0.207645,0.20781,0.207825,0.207905,0.207755,0.20769,-0.072995,-0.072916,-0.0636515,-0.0729855,-0.0728,-0.073111,-0.0729905,-0.0730695,-0.072772,-0.073004,-0.0642725,-0.0728745,-0.072921,-0.0731985,-0.072837,-0.0729485,-0.0823105,-0.0729395,-0.0731985,-0.0729765,-0.072995,-0.0778705,-0.0730875,-0.073301,-0.082227,-0.072995,-0.073032,-0.0820605,-0.077898,-0.077259,-0.082338,-0.0823565,-0.0730135,-0.082487,-0.0778055,-0.0730135,-0.0822455,-0.0825055,-0.073097,-0.082301,-0.07318,-0.072995,-0.082199,-0.073023,-0.0731525,-0.082292,-0.073375,-0.077648,-0.0824775,-0.073236,-0.07369,-0.082422,-0.0733195,-0.0821065,-0.073217,-0.072995,-0.082459,-0.077685,-0.0823475,-0.0731615,-0.054086
"314",36,"A_M1013YF01_2S2RNA",FALSE,-1.1865,-1.7796,-1.9336,-1.77975,-1.0107,-1.0547,-1.9336,-1.9336,-1.9775,-2.2412,-1.5381,-1.626,-1.626,-1.4941,-1.4941,-1.8896,-0.96679,-1.1865,-1.4941,-1.626,-1.8457,-1.8457,-2.2412,-1.4062,-1.4062,-1.8896,-1.8896,-1.1206,0.08789,0.285645,0.637935,-0.74706,-0.901085,-0.61523,-0.65917,-0.57128,-0.57128,-0.52734,1.1865,1.0547,-1.86765,-1.1865,-1.1865,-0.74706,0.57128,-0.43859,-1.3183,0.043945,-0.043945,-0.30761,-1.0547,-0.37323,-0.52734,0.63733,-1.1426,-1.1426,-0.79101,-0.83495,-1.0107,0.46155,0.17578,0.20775,0.207785,0.2077,0.207765,0.20778,0.20775,0.207785,0.207715,0.20772,0.207785,0.207785,0.207755,0.207765,0.20781,0.207695,0.20778,0.207755,0.2077,0.207865,0.20784,0.207685,0.207845,0.20769,0.20772,0.20786,0.20779,0.20774,0.207785,0.207735,0.20774,0.207745,0.207735,0.20784,0.207635,0.20778,0.207645,0.207735,0.20776,0.20777,0.20773,0.207875,0.20772,0.2077,0.207765,0.20768,0.207755,0.20775,0.207805,0.207765,0.207805,0.207755,0.207775,0.2077,0.207745,0.207825,0.207695,0.20784,0.20778,0.207725,0.20786,0.20726,-0.073051,-0.082338,-0.0732355,-0.0729855,-0.082097,-0.082487,-0.072995,-0.0824035,-0.0821345,-0.073217,-0.073783,-0.082301,-0.081912,-0.082329,-0.082264,-0.073023,-0.082607,-0.072995,-0.082394,-0.0820325,-0.0731525,-0.072995,-0.073273,-0.077055,-0.073088,-0.082329,-0.077741,-0.082431,-0.082487,-0.082487,-0.082487,-0.082338,-0.082375,-0.0825515,-0.0825055,-0.0823565,-0.0825885,-0.082487,-0.082607,-0.082542,-0.082338,-0.091978,-0.0825055,-0.0869635,-0.087529,-0.0871305,-0.082542,-0.082969,-0.082672,-0.08257,-0.08245,-0.082524,-0.082487,-0.091941,-0.081606,-0.082431,-0.0824685,-0.0867965,-0.087325,-0.0919505,-0.072995
"315",37,"A_M1013YF01_2S2RNA",FALSE,-0.08789,-1.8457,-1.8017,-0.83495,2.63585,-2.0215,-1.4502,-0.00017166,-0.30774,-1.5381,-0.85697,0.28564,-1.0547,-1.2526,0.44005,-0.70312,-0.68145,-0.52734,-0.57128,-0.70312,-0.83495,-0.83495,-0.65917,-0.65917,-0.70312,-0.70312,-0.70312,-0.70312,-0.21972,-0.26367,-0.52734,-1.2305,-1.1865,-1.1426,-1.1426,0.35113,-0.3955,-0.3955,-1.0547,-1.0547,-1.1865,0.32946,-0.43945,-0.65917,-0.43945,-0.48339,0.13183,0.13183,0.241695,-0.17578,-0.17578,-0.17578,-0.21972,-1.0107,-0.35156,-0.26367,1.14255,0.08789,-0.944815,-0.57128,-1.0107,0.20778,0.207735,0.207785,0.20769,0.207755,0.207895,0.21323,0.217515,0.217985,0.218005,0.217985,0.217825,0.218,0.21792,0.21799,0.21793,0.218035,0.217955,0.21799,0.218035,0.217965,0.21804,0.217945,0.21798,0.217985,0.218,0.217955,0.21777,0.21793,0.218,0.217985,0.18441,0.184565,0.19573,0.19617,0.19674,0.19698,0.200095,0.203385,0.204625,0.20612,0.207315,0.207805,0.20861,0.208635,0.209465,0.209565,0.210295,0.21037,0.210285,0.21034,0.21029,0.210675,0.211185,0.21121,0.212035,0.21205,0.21205,0.212,0.163375,0.16237,-0.091459,-0.082162,-0.0823935,-0.082672,-0.1014,-0.0824405,-0.082487,-0.091978,-0.0880945,-0.091969,-0.0918855,-0.091941,-0.0872325,-0.0881595,-0.091969,-0.092015,-0.0918675,-0.091941,-0.082737,-0.092052,-0.0839325,-0.0828665,-0.091978,-0.096768,-0.0919045,-0.091765,-0.0920245,-0.091978,-0.101325,-0.0919045,-0.0920335,-0.082487,-0.08219,-0.082487,-0.0872135,-0.091756,-0.082487,-0.0826905,-0.082524,-0.082487,-0.087251,-0.082737,-0.091978,-0.082533,-0.0872135,-0.082487,-0.0824685,-0.082431,-0.0918115,-0.0828295,-0.082524,-0.091932,-0.0826535,-0.091311,-0.0918855,-0.0919875,-0.091978,-0.091904,-0.082496,-0.077639,-0.035102
"316",38,"A_M1013YF01_2S2RNA",FALSE,-1.1865,-0.3955,-0.30761,1.1862,-0.505365,-0.3955,-0.43945,-1.2305,-1.2305,-1.4282,-2.1533,-1.9995,-1.77975,-1.9336,-0.92284,0.10986,-1.4502,-1.5381,-2.8564,-2.35105,-1.8896,-1.1425,-0.3955,-1.2744,-1.582,-1.5381,-1.8457,-1.4502,-1.626,-1.1865,-1.1865,-1.1865,-1.80175,-0.878985,-0.96679,-0.52734,-0.615015,-0.57128,-0.61523,-0.61523,-0.70312,-1.1865,-1.2305,-0.26367,-0.26367,-1.3183,-1.011,-0.74706,-0.74706,-0.26367,-0.65917,-0.944815,-1.4502,-1.3183,-0.6372,-0.681145,-0.70312,-0.70312,-0.79101,-1.2744,-1.2744,0.16308,0.19166,0.19256,0.19676,0.198565,0.20012,0.20016,0.20043,0.2011,0.201935,0.201795,0.201815,0.20195,0.202675,0.20264,0.202685,0.20263,0.20337,0.20352,0.20361,0.20347,0.203665,0.204365,0.207015,0.21033,0.210335,0.210275,0.21037,0.210305,0.21052,0.211255,0.21117,0.211205,0.211205,0.211185,0.211175,0.211095,0.211215,0.211775,0.212035,0.212025,0.211955,0.21197,0.212075,0.211945,0.212045,0.21206,0.21199,0.212,0.211995,0.21199,0.21203,0.21205,0.212055,0.211985,0.21205,0.211955,0.212015,0.21199,0.211985,0.21196,-0.082487,-0.0873065,-0.0915795,-0.0921915,-0.0825235,-0.0917745,-0.0825515,-0.082403,-0.082487,-0.0825885,-0.0826625,-0.082598,-0.0826535,-0.091969,-0.08714,-0.091978,-0.0825605,-0.082459,-0.082579,-0.0824405,-0.082487,-0.082487,-0.082487,-0.082561,-0.082487,-0.091663,-0.09183,-0.08308,-0.082644,-0.091895,-0.091978,-0.0918025,-0.082533,-0.092043,-0.0919965,-0.091969,-0.082709,-0.091978,-0.092052,-0.082598,-0.091923,-0.091969,-0.0919505,-0.082524,-0.0921175,-0.0918765,-0.0918765,-0.082783,-0.091858,-0.087242,-0.0920245,-0.0919505,-0.087288,-0.082542,-0.0826165,-0.09183,-0.0825515,-0.0918485,-0.0825145,-0.082487,-0.082487
"317",39,"A_M1013YF01_2S2RNA",FALSE,-1.2744,0.066089,-0.72509,-0.571325,-0.57128,-0.70312,-0.70312,-1.4062,-1.3183,-1.0107,-0.17578,-0.63677,-0.8789,-0.79101,-0.61523,-0.79101,-0.79101,-0.83495,-0.83495,-0.83495,-0.83495,-0.79101,-0.79101,-0.79101,-0.79101,-0.74706,-0.35126,-0.43945,-1.0327,-1.4502,-0.70312,-0.92284,-1.0547,-1.0986,-1.0107,-0.21972,-0.57098,-0.70312,-0.70312,-0.65917,-0.65917,-0.61523,-0.65917,-0.79101,-0.81298,-0.92284,-0.8789,-0.8789,-0.79101,-0.088102,-1.010315,-1.4502,-1.4062,-1.0109,-0.681575,0.26367,0.21972,0.08789,0.08789,0.08789,0.08789,0.21202,0.21207,0.211975,0.21207,0.21197,0.211985,0.212015,0.21197,0.212025,0.21207,0.212,0.212,0.212025,0.21197,0.212015,0.21201,0.21199,0.211995,0.212005,0.211965,0.212025,0.212045,0.21201,0.21201,0.21204,0.21205,0.21203,0.21203,0.21203,0.21201,0.212035,0.21198,0.21198,0.21202,0.21202,0.21195,0.212,0.212015,0.212025,0.211845,0.210455,0.16059,0.12415,0.021878,0.021446,0.0213905,0.02147,0.0215375,0.021058,0.0206245,0.020681,0.020679,0.020674,0.020684,0.0206775,0.0206595,0.0206705,0.0206805,0.020652,0.0206915,0.020743,-0.091515,-0.091858,-0.091719,-0.0919135,-0.091756,-0.082459,-0.091978,-0.0825515,-0.082487,-0.091978,-0.101025,-0.082561,-0.0826625,-0.0826995,-0.082533,-0.091932,-0.082487,-0.0828385,-0.082561,-0.0919225,-0.0826165,-0.0825885,-0.0918485,-0.0826255,-0.0827185,-0.082579,-0.091941,-0.0919595,-0.087316,-0.0825425,-0.082783,-0.082783,-0.082969,-0.0824495,-0.082487,-0.091978,-0.091978,-0.082709,-0.082487,-0.09183,-0.082561,-0.082709,-0.0730135,-0.091589,6.1387,7.2735,8.0379,8.9632,9.684,12.0005,13.832,14.093,14.022,14.079,13.348,11.934,12.3805,12.2845,12.1475,11.156,11.375
"318",29,"A_M1013YF01_3S3RNA",FALSE,-0.92284,-0.92284,-0.8789,-1.7139,-0.65917,-0.70312,-0.81294,-0.79101,-0.83495,-1.8017,-1.3623,-1.2744,-0.57128,-0.57128,-0.79101,-0.79101,-1.14245,-1.4941,-0.65917,-0.65917,-0.70312,-2.1094,-1.0547,-1.0547,-1.0547,-0.63735,-0.3955,-0.43945,-0.43945,-0.48339,-0.48339,-1.2744,-1.2744,-0.74706,-0.74706,-0.769015,-1.1206,-1.0327,-0.92284,-0.92284,-0.615315,-0.8789,-0.8789,-0.8789,-0.8789,-0.8789,-0.13183,-0.57128,0.21977,0.35156,-0.48339,-0.37362,-0.08789,-0.08789,-0.17578,-0.21972,-0.17578,-0.79101,-0.74706,-0.48339,-0.43945,0.20863,0.208505,0.20859,0.20865,0.2087,0.20852,0.20862,0.20855,0.20864,0.20864,0.22617,0.228655,0.229105,0.229,0.229075,0.229,0.22902,0.229035,0.22898,0.229,0.229,0.229055,0.229015,0.229025,0.229035,0.22903,0.229075,0.229025,0.22907,0.22905,0.229015,0.22901,0.22897,0.22903,0.15936,0.18204,0.20729,0.20785,0.207755,0.20773,0.20779,0.207765,0.207815,0.207735,0.20776,0.20768,0.20772,0.20777,0.20774,0.207735,0.20769,0.207735,0.207695,0.20779,0.208115,0.20862,0.209465,0.20946,0.20945,0.210215,0.21047,-0.0105035,-0.0105365,-0.010615,-0.00117895,-0.010629,-0.00590185,-0.00113725,-0.0012068,-0.0104295,-0.00621225,0.003567,-0.010634,-0.0154025,-0.010675,-0.010629,-0.010634,-0.0105685,-0.010634,-0.010703,-0.010634,-0.010634,-0.010606,-0.0106055,-0.0104945,-0.010587,-0.010615,-0.010592,-0.010634,-0.0106055,-0.0106895,-0.010615,-0.0011836,-0.0055957,-0.0012902,0.0082295,0.0082666,-0.00115115,-0.0059343,-0.00112795,0.00832685,-0.00110015,-0.0011048,-0.00113265,-0.00109555,-0.0011048,0.0036458,-0.0011419,-0.0105365,-0.00114655,-0.0011697,-0.00150335,-0.00124385,-0.0012902,-0.0010909,-0.00110015,-0.00100745,-0.00118825,-0.001007465,0.00834075,0.0082851,0.013096
